,bugged_date,receipt_date,deputy_id,political_party,state_code,deputy_name,receipt_social_security_number,receipt_description,establishment_name,receipt_value,year,month,day_of_week
216363,0,2011-12-26 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,62652961000138,Maintenance of Office,AGENCIA ESTADO LTDA,8275,2011,12,0
216364,0,2011-12-26 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,62652961000138,Maintenance of Office,AGENCIA ESTADO LTDA.,9432,2011,12,0
216365,0,2011-09-27 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,10242721000161,Maintenance of Office,CRC TECNOLOGIA DA INFOMAÇÃO LTDA,5112,2011,9,1
216366,0,2011-10-27 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,38010591000150,Maintenance of Office,MICRO TRAINING SERVIÇOS DE INFORMATICA LTDA,77,2011,10,3
216367,0,2011-08-15 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05256794000172,Fuels and lubricants.,AUTO POSTO LS COM. DE DERIVADOS DE PETROLEO LTDA,106,2011,8,0
216368,0,2011-08-29 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,00306597001098,Fuels and lubricants.,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,80,2011,8,0
216369,0,2011-10-04 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,00306597001179,Fuels and lubricants.,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,20,2011,10,1
216370,0,2011-09-02 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,42044000184,Fuels and lubricants.,POLAR DERIVADOS DE PETROLEO LTDA,50,2011,9,4
216371,0,2011-10-18 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,42044000184,Fuels and lubricants.,POLAR- DERIVADOS DE PETROLEO LTDA,50,2011,10,1
216372,0,2011-08-12 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05454390000193,Fuels and lubricants.,POSTO MONUMENTAL,113,2011,8,4
216373,0,2011-09-07 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05454390000193,Fuels and lubricants.,POSTO MONUMENTAL,134,2011,9,2
216374,0,2011-12-19 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05454390000193,Fuels and lubricants.,POSTO MONUMENTAL,134,2011,12,0
216375,0,2011-12-20 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05454390000193,Fuels and lubricants.,POSTO MONUMENTAL,101,2011,12,1
216376,0,2011-11-22 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,09205835000152,Fuels and lubricants.,POSTO PETROMINAS LTDA,70,2011,11,1
216377,0,2011-08-16 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,42044000184,Fuels and lubricants.,POSTO- DERIVADOS DE PETROLEO LTDA,70,2011,8,1
216378,0,2011-08-22 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,42044000184,Fuels and lubricants.,POSTO- DERIVADOS DE PETROLEO LTDA,70,2011,8,0
216379,0,2011-11-21 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05265605000128,Dissemination of the Parliamentary Activity.,METROPOLE INTERATIVA INFORMATICA LTDA,1300,2011,11,0
216380,0,2011-12-09 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05265605000128,Dissemination of the Parliamentary Activity.,METROPOLE INTERATIVA INFORMATICA LTDA,7410,2011,12,4
216381,0,2011-08-19 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02012862000160,Airline tickets,TAM,803,2011,8,4
216382,0,2011-09-12 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02012862000160,Airline tickets,TAM,422,2011,9,0
216383,0,2011-11-22 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05033214000188,Food and Meals,BIER FASS RESTAURANTE MUSEU LTDA.,758,2011,11,1
216384,0,2011-08-11 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,11903789000107,Food and Meals,C.B. BRASILIA COMERCIO DE ALIMENTOS LTDA,242,2011,8,3
216385,0,2011-11-17 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,08466219000192,Food and Meals,CHURRASCARIA POTENCIA GRILL LTDA,130,2011,11,3
216386,0,2011-08-18 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,08466219000192,Food and Meals,CHURRASCARIA POTENCIA GRILL LTDA.,1225,2011,8,3
216387,0,2011-09-22 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,10542662000147,Food and Meals,COCO BAMBU FRUTOS DO MAR COM. DE ALIMENTOS LTDA,175,2011,9,3
216388,0,2011-12-20 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,36756435000108,Food and Meals,FRED RESTAURANTE,660,2011,12,1
216389,0,2011-12-15 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,14200587000197,Food and Meals,LEONES BRAZ DE OLIVEIRA LANCHONETES ME,347,2011,12,3
216390,0,2011-12-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,08517663000432,Food and Meals,MAC-MARA ALCAMIM COMERCIAL DE ALIMENTOS LTDA,419,2011,12,1
216391,0,2011-11-08 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,33439860000185,Food and Meals,MASSAS TOSCANELLO LTDA,351,2011,11,1
216392,0,2011-11-09 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,00604538000105,Food and Meals,RESTAURANTE E BAR XIQUE XIQUE LTDA.,191,2011,11,2
216393,0,2011-12-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,13506601000112,Food and Meals,RESTAURANTE O TRAIRAO LTDA,458,2011,12,1
216394,0,2011-10-25 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,13506601000112,Food and Meals,RESTAURANTE O TRAIRAO LTDA,300,2011,10,1
216395,0,2011-10-26 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,13506601000112,Food and Meals,RESTAURANTE O TRAIRAO LTDA,351,2011,10,2
216396,0,2011-11-29 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,00604538000105,Food and Meals,RESTAURANTE XIQUE XIQUE,432,2011,11,1
216397,0,2011-12-08 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,00604538000105,Food and Meals,RESTAURANTE XIQUE XIQUE LTDA.,1200,2011,12,3
216398,0,2011-11-07 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,00604538000105,Food and Meals,XIQUE XIQUE,430,2011,11,0
216399,0,2011-09-28 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,01020616000197,"Hosting, except for the Parliamentary in the Federal District.",MAX SAVASSI ADMINISTRAÇÃO HOTELEIRA S/C LTDA,793,2011,9,2
216400,0,2011-08-22 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,00524550000100,Renting of motor vehicles or chartering of boats,PONTO DE TAXI 606,34,2011,8,0
216401,0,2011-10-11 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,00306597000105,Fuels and lubricants.,CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA,50,2011,10,1
216402,0,2011-11-07 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,13251859000115,Fuels and lubricants.,DM BARRETO AUTO MECÂNICA-ME,145,2011,11,0
216403,0,2011-11-09 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO,105,2011,11,2
216404,0,2011-10-03 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,138,2011,10,0
216405,0,2011-10-05 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,107,2011,10,2
216406,0,2011-10-20 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,118,2011,10,3
216407,0,2011-10-24 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,109,2011,10,0
216408,0,2011-10-30 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,106,2011,10,6
216409,0,2011-11-06 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,115,2011,11,6
216410,0,2011-11-12 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,113,2011,11,5
216411,0,2011-11-15 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,101,2011,11,1
216412,0,2011-11-17 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,121,2011,11,3
216413,0,2011-11-22 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,120,2011,11,1
216414,0,2011-11-26 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,140,2011,11,5
216415,0,2011-12-05 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,138,2011,12,0
216416,0,2011-12-07 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,70,2011,12,2
216417,0,2011-12-10 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,140,2011,12,5
216418,0,2011-12-15 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,60,2011,12,3
216419,0,2011-12-18 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,120,2011,12,6
216420,0,2011-12-20 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,72620412000135,Fuels and lubricants.,MORRO AZUL COM. DE PETROLEO LTDA,50,2011,12,1
216421,0,2011-10-18 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,31708000290,Fuels and lubricants.,SIND. DOS PERMISSION. E MOTORISTAS AUXILIA DO DF,50,2011,10,1
216422,0,2011-10-19 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,31708000290,Fuels and lubricants.,SINDIC. DOS PERMIS. E MOTOR. AUXIL. DE TAXIS DO DF,77,2011,10,2
216423,0,2011-12-01 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,31708000290,Fuels and lubricants.,SINDICATO DOS PERMISSIONARIOS E MOT. AUX. DE TAXIS,50,2011,12,3
216424,0,2011-10-28 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,03606027000110,"Consultancies, Researches and Technical Works.",AGAPÊ INFORMÁTICA,1000,2011,10,4
216425,0,2011-10-28 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,03606027000110,"Consultancies, Researches and Technical Works.",AGAPÊ INFORMATICA,1000,2011,10,4
216426,0,2011-10-31 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,57863854000119,"Consultancies, Researches and Technical Works.",CDN COMUNICAÇÃO CORPORATIVA LTDA,17500,2011,10,0
216427,0,2011-11-16 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,57863854000119,"Consultancies, Researches and Technical Works.",CDN COMUNICAÇÃO CORPORATIVA LTDA,18500,2011,11,2
216428,0,2011-12-02 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,57863854000119,"Consultancies, Researches and Technical Works.",CDN COMUNICAÇÃO CORPORATIVA LTDA,9000,2011,12,4
216429,0,2011-12-23 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,03606027000110,"Consultancies, Researches and Technical Works.",LUIZ PAULO TEIXEIRA FERREIRA,1100,2011,12,4
216430,0,2011-12-16 00:00:00,2439,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Pt,05048275000119,Dissemination of the Parliamentary Activity.,GRAFICA CONTA FIO,8200,2011,12,4
198880,0,2012-07-24 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,38010591000150,Maintenance of Office,MICRO TRAININ SERVIÇOS DE INFORMATICA LTDA,87,2012,7,1
198881,0,2012-07-24 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,38010591000150,Maintenance of Office,MICRO TRAINING SERVIÇOS DE INFORMATICA LTDA,82,2012,7,1
198882,0,2012-06-06 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05454390000193,Fuels and lubricants.,POSTO MONUMENTAL,141,2012,6,2
198883,0,2012-06-08 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05454390000193,Fuels and lubricants.,POSTO MONUMENTAL,145,2012,6,4
198884,0,2012-08-14 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05454390000193,Fuels and lubricants.,POSTO MONUMENTAL,110,2012,8,1
198885,0,2012-08-27 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05454390000193,Fuels and lubricants.,POSTO MONUMENTAL,121,2012,8,0
198886,0,2012-12-04 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05454390000193,Fuels and lubricants.,POSTO MONUMENTAL,102,2012,12,1
198887,0,2012-05-25 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,01642176000100,Dissemination of the Parliamentary Activity.,AGENCIA NACIONAL DE NOTICIAS LTDA.,27000,2012,5,4
198888,0,2012-10-20 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05265605000128,Dissemination of the Parliamentary Activity.,METROPOLE INTERATIVA,1300,2012,10,5
198889,0,2012-11-27 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05265605000128,Dissemination of the Parliamentary Activity.,METROPOLE INTERATIVA,1300,2012,11,1
198890,0,2012-12-10 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05265605000128,Dissemination of the Parliamentary Activity.,METROPOLE INTERATIVA,1300,2012,12,0
198891,0,2012-08-28 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05265605000128,Dissemination of the Parliamentary Activity.,METROPOLE INTERATIVA INFORMATICA LTDA,1300,2012,8,1
198892,0,2012-09-20 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05265605000128,Dissemination of the Parliamentary Activity.,METROPOLE INTERATIVA INFORMATICA LTDA,1300,2012,9,3
198893,0,2012-08-14 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,05265605000128,Dissemination of the Parliamentary Activity.,METROPOLE INTERATIVA INFORMATICA LTDA.,1300,2012,8,1
198894,0,2012-03-16 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02575829000148,Airline tickets,AVIANCA,1537,2012,3,4
198895,0,2012-03-20 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02575829000148,Airline tickets,AVIANCA,768,2012,3,1
198896,0,2012-03-01 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,97188916000159,Airline tickets,AVIANCA,1306,2012,3,3
198897,0,2012-03-01 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,97188916000159,Airline tickets,AVIANCA,2613,2012,3,3
198898,0,2012-03-16 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,97188916000159,Airline tickets,AVIANCA,768,2012,3,4
198899,0,2012-08-29 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,07575651000159,Airline tickets,GOL LINHAS AÉREAS INTELIGENTES,586,2012,8,2
198900,0,2012-09-06 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,07575651000159,Airline tickets,GOL LINHAS AÉRES INTELIGENTES,1112,2012,9,3
198901,0,2012-03-17 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02012862000160,Airline tickets,TAM LINHAS AÉREAS,1116,2012,3,5
198902,0,2012-06-12 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02012862000160,Airline tickets,TAM LINHAS AEREAS,1840,2012,6,1
198903,0,2012-08-29 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,01832635000118,Airline tickets,TAM LINHAS AÉREAS S.A.,350,2012,8,2
198904,0,2012-08-14 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02012862000160,Airline tickets,TAM LINHAS AÉREAS S/A,464,2012,8,1
198905,0,2012-08-14 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,07575651000159,Airline tickets,VRG LINHAS AÉREAS S/A,310,2012,8,1
198906,0,2012-11-16 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,66970229000167,Telephony,NEXTEL,510,2012,11,4
198907,0,2012-07-14 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,196,2012,7,5
198908,0,2012-07-14 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,192,2012,7,5
198909,0,2012-07-14 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,285,2012,7,5
198910,0,2012-07-14 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,360,2012,7,5
198911,0,2012-07-14 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,267,2012,7,5
198912,0,2012-06-15 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,382,2012,6,4
198913,0,2012-06-15 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,270,2012,6,4
198914,0,2012-06-15 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,279,2012,6,4
198915,0,2012-06-15 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,207,2012,6,4
198916,0,2012-06-15 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,214,2012,6,4
198917,0,2012-10-14 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,261,2012,10,6
198918,0,2012-09-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,275,2012,9,3
198919,0,2012-09-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,276,2012,9,3
198921,0,2012-09-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,351,2012,9,3
198922,0,2012-09-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,208,2012,9,3
198923,0,2012-08-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,199,2012,8,0
198924,0,2012-08-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,360,2012,8,0
198925,0,2012-08-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,283,2012,8,0
198926,0,2012-08-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,276,2012,8,0
198927,0,2012-08-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,250,2012,8,0
198928,0,2012-11-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,342,2012,11,1
198929,0,2012-11-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,269,2012,11,1
198930,0,2012-11-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,205,2012,11,1
198931,0,2012-11-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,274,2012,11,1
198932,0,2012-11-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,223,2012,11,1
198933,0,2012-05-12 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,93,2012,5,5
198934,0,2012-05-12 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,92,2012,5,5
198935,0,2012-05-12 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,186,2012,5,5
198936,0,2012-05-12 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO,149,2012,5,5
198937,0,2012-10-14 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992015510,Telephony,VIVO,264,2012,10,6
198938,0,2012-10-14 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992015510,Telephony,VIVO,261,2012,10,6
198939,0,2012-10-14 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992015510,Telephony,VIVO,203,2012,10,6
198940,0,2012-10-14 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992015510,Telephony,VIVO,348,2012,10,6
198941,0,2012-05-12 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992015510,Telephony,VIVO S.A.,185,2012,5,5
198942,0,2012-12-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO S/A,268,2012,12,3
198943,0,2012-12-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO S/A,315,2012,12,3
198944,0,2012-12-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO S/A,275,2012,12,3
198945,0,2012-12-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO S/A,384,2012,12,3
198946,0,2012-12-13 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,02449992000164,Telephony,VIVO S/A,206,2012,12,3
198947,0,2012-12-19 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,62652961000138,Publication Subscription,AGENCIA ESTADO LTDA.,20750,2012,12,2
198948,0,2012-12-19 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,62652961000138,Publication Subscription,AGENCIA ESTADO LTDA.,17066,2012,12,2
198949,0,2012-05-22 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,73478000141,Food and Meals,BIER FASS LTDA,860,2012,5,1
198950,0,2012-08-29 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,33089780000147,Food and Meals,CAFE BAR AEROPORTO SANTOS DUMONT LTDA,17,2012,8,2
198951,0,2012-12-11 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,10542662000147,Food and Meals,COCO BAMBU LAGO SUL COMERCIO DE ALIMENTOS LTDA,1822,2012,12,1
198952,0,2012-03-06 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,07033375000105,Food and Meals,IRENE R DE MACEDO EPP,51,2012,3,1
198953,0,2012-03-07 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,07033375000105,Food and Meals,IRENE R DE MACEDO EPP,42,2012,3,2
198954,0,2012-03-22 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,07033375000105,Food and Meals,IRENE R DE MACEDO EPP,50,2012,3,3
198957,0,2012-05-29 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,10500400000110,Food and Meals,LUIZ GUILHERME LOPES CARVALHO EPP,515,2012,5,1
198958,0,2012-12-11 00:00:00,2442,SEM PARTIDO ASSOCIADO,Vazio,Liderança Do Psdb,00984060000277,Food and Meals,NATURETTO RESTAURANTE NATURAL LTDA,95,2012,12,1
